-0.070581,-0.055798,-0.250348,0.116629,0.066633,-0.174825,0.253131,0.025311
-0.172407,0.480993,-0.165958,-0.159242,0.131764,0.027674,0.277578,-0.472551
-0.055651,-0.295172,-0.226586,0.007747,0.004884,-0.417321,-0.227238,0.155495
0.362085,0.067246,0.493952,-0.288581,-0.110261,-0.006711,0.210200,0.030234
0.152646,-0.336678,-0.170625,0.001845,-0.744306,0.389269,0.028943,0.377606
0.544977,0.035741,0.184766,0.137775,-0.344218,-0.136673,-0.412499,-0.232129
-0.534341,0.335477,-0.097179,0.039448,0.226299,-0.337921,-0.494409,0.100795
0.006063,-0.016387,-0.032415,0.103511,-0.632901,-0.199283,0.406387,-0.152179
-0.350514,0.225638,-0.265194,0.222305,0.194468,-0.519966,0.136312,0.080820
0.136403,-0.763855,0.022459,0.336812,-0.436332,0.211184,0.177690,-0.494755
-0.130273,-0.262603,-0.446178,0.005685,-0.154614,0.651898,-0.136280,0.037506
-0.017583,0.053921,0.525812,-0.158728,0.084573,-0.158829,-0.158221,0.053608
-0.139196,-0.300932,0.145185,0.369203,-0.140271,-0.374472,0.205884,0.293455
0.440201,0.017152,0.225230,-0.371346,-0.294643,-0.386815,-0.058091,0.203510
-0.149477,0.079612,0.217803,0.298946,0.006871,-0.405115,0.109516,0.060832
-0.389884,-0.545727,0.373829,0.019914,-0.184227,0.303930,-0.225005,-0.208782
-0.132203,0.054844,-0.300190,-0.087749,-0.059833,-0.166503,0.160077,0.517009
0.024679,0.244244,0.104394,0.528985,0.560613,0.374007,-0.495669,0.391658
-0.193868,0.318401,-0.388739,0.555314,0.226425,-0.095977,0.151792,0.051897
0.652430,-0.606579,-0.142309,0.163211,0.446164,-0.072323,0.585681,0.340423
0.287217,-0.088092,-0.202555,0.143096,-0.482220,0.031556,0.306200,0.072258
0.441216,0.045834,0.112107,-0.381962,0.693231,0.028539,-0.440470,0.712246
-0.018864,0.475030,-0.331624,0.261425,0.184668,0.646458,0.194842,-0.822798
-0.194521,-0.319982,0.510299,0.041911,-0.014915,-0.094142,0.075549,-0.185444
-0.186437,0.481557,-0.124723,0.151606,-0.518052,-0.507530,0.221966,0.030453
-0.193851,0.014461,0.432910,0.162877,-0.134553,-0.007254,-0.149045,-0.254510
0.357967,-0.358215,-0.094635,-0.233807,-0.328133,-0.497860,-0.355735,0.610320
-0.034198,0.123640,-0.198810,-0.089178,0.077731,-0.297408,-0.283027,-2.964835
-0.198104,0.327651,-0.218569,-0.017225,-0.300189,-0.579156,-0.130868,0.534409
-0.128518,-0.155812,-0.281161,0.090193,-0.041578,0.393633,-0.323559,0.672615
-0.400215,0.488057,-0.284118,0.404930,0.499635,0.406496,0.376547,-0.127039
-0.076370,-0.146582,-0.062566,0.630787,-0.159957,-0.275204,0.542325,0.235554
0.051868,0.235045,0.200578,-0.147282,0.183201,-0.116514,-0.088531,0.643507
-0.414473,0.394454,0.019997,-0.289352,0.455265,0.290522,-0.194780,0.039363
0.323791,-0.574204,-0.238215,-0.033444,-0.601473,0.248205,0.399133,-0.282978
-0.195799,0.591279,0.469335,0.316201,0.235802,-0.338867,0.403512,0.436594
0.260446,0.132536,-0.295241,-0.143848,0.676647,-0.077635,-0.005578,0.422730
0.235663,-0.294647,0.093628,0.105968,-0.122010,-0.722545,-0.286389,-0.232678
0.156745,-0.016085,-0.706797,-0.447648,0.442716,0.494793,-0.141046,0.790326
-0.279590,0.121138,0.469839,0.702196,0.441282,-0.062136,-0.229864,0.077521
0.560374,0.187783,0.281899,-0.037183,0.042695,-0.197797,-0.724008,-0.078522
0.147157,0.418208,-0.394576,-0.061939,0.257810,-0.203791,-0.822865,0.057845
-0.270452,0.333760,-0.455449,-0.379462,0.033028,-0.202379,-0.034265,-0.198976
0.250971,-0.084316,-0.243250,0.319302,0.444776,-0.404588,-0.626070,0.125816
0.479566,0.181250,0.028480,0.372508,0.250664,-0.013699,0.018363,0.380593
-0.183360,0.002528,0.391159,-0.141637,-0.087620,-0.030463,0.374537,-0.174009
-0.487604,0.757055,-0.196576,-0.298275,-0.287420,-0.266761,0.130210,0.045482
-0.289418,-0.619286,-0.559793,-0.051033,0.164875,-0.002984,-0.310600,-0.017126
0.128794,0.323383,-0.108356,0.045861,0.229706,0.269724,-0.100059,-0.254925
-0.191602,0.212952,-0.083408,-0.208380,-0.235549,-0.090439,-0.108981,-0.254636
0.128366,-0.111995,0.255533,-0.174507,0.582816,-0.231911,0.314008,-0.159815
0.121671,-0.056278,-0.224013,-0.526343,-0.150500,0.405719,0.473166,-0.235435
-0.071450,-0.081505,0.048510,-0.100144,-0.156970,-0.361004,0.232359,-0.038118
-0.329942,-0.383598,0.327404,-0.077065,-0.013386,0.064074,0.444928,0.425915
0.086445,0.291945,-0.009355,0.211125,-0.153610,-0.548780,-0.017687,-0.542570
-0.096089,-0.140782,0.213870,-0.162368,0.201853,-0.070002,-0.317572,0.145594
-0.097934,-0.097840,0.058158,-0.076966,-0.224582,0.478867,1.058498,-0.098288
-0.018484,0.806047,0.555501,0.412658,-0.089457,0.196061,0.187317,-0.267173
0.663533,0.469632,-0.549984,-0.210885,0.243662,0.427713,-0.098143,0.274007
-0.078797,0.132089,0.187507,0.098152,-0.158445,0.061223,-0.355413,-0.150094
0.321679,0.272819,0.364122,0.039345,0.332273,0.152887,-0.500735,-0.406202
-0.038049,-0.210752,0.141713,-0.135759,-0.048308,0.311471,0.505725,-3.171623
0.330441,0.177124,-0.003364,0.213385,0.476852,0.083323,0.887897,-0.162023
-0.042335,-0.442893,-0.305011,0.062161,0.311871,-0.173024,-0.459678,-0.001239
0.065146,-0.569147,-0.729746,-0.098246,0.113276,-0.113682,0.111477,0.207305
0.019329,-0.220496,-0.468043,-0.231712,-0.013557,-0.700200,-0.100187,-0.044739
0.136370,0.355696,-0.557373,0.146457,-0.098249,-0.048313,0.103745,-0.295075
-0.506489,0.039754,0.254754,-0.347735,0.078718,-0.278969,0.132603,0.124629
0.714527,-0.396134,0.223691,-0.520707,-0.079632,0.220837,0.339444,-0.058010
0.225921,0.081811,0.026594,0.253378,0.187876,-10.211642,0.108418,0.309180
0.002216,0.573914,0.522409,0.117313,-0.539167,0.387879,-0.358505,0.286483
-0.079567,0.081805,0.403562,-0.127968,0.206141,0.379910,-0.377408,-0.263168
0.072063,0.320531,0.046087,-0.248403,0.264942,0.158294,-0.187515,-0.196312
-0.145212,0.336366,-0.660657,-0.476155,0.138303,0.316420,0.191697,0.590809
0.237529,0.059492,-0.164426,0.121061,-0.442110,-0.788864,0.243586,0.301349
-0.595974,0.182470,0.197130,0.294406,-0.134377,0.201283,0.652624,0.149241
0.494518,-0.273060,0.011286,0.755158,-0.391282,-0.144772,-0.177164,0.141193
-0.814752,-0.092168,-0.175437,0.106339,0.337107,0.517079,-0.448472,-0.333926
-0.441200,0.022626,0.555418,0.244894,0.118136,0.012175,-0.324908,-0.144114
-0.212110,0.101484,-0.340254,-0.134750,0.258332,-0.263354,0.511328,-0.162176
-0.388393,-0.061093,0.253181,0.349122,-0.018962,0.036106,0.325183,-0.007676
-0.165722,0.030553,-0.293371,0.212801,-0.205297,0.592666,-0.237772,-0.195140
-0.142944,-0.025330,0.269540,-0.169370,0.142571,0.093717,0.004160,0.077020
-0.647366,0.095776,-0.082920,0.145098,-0.063299,-0.208453,0.229973,0.007274
0.407554,-0.843928,0.264797,-0.170282,0.076815,-0.110025,0.347131,-0.107685
-0.049638,0.062924,-0.131594,-0.291242,-0.052493,-0.112687,-0.291881,0.030997
0.137654,0.169808,-0.386788,0.121525,-0.336969,0.346128,-0.170675,0.441475
-0.027047,0.078348,0.196285,0.192019,0.150615,-0.101010,0.188537,0.257880
0.197454,-0.104698,-0.355147,0.023457,-0.484132,0.360504,0.132218,-0.103671
0.475591,0.039082,0.146691,-0.582233,0.332332,-0.195819,-0.697210,0.253126
-0.048391,-0.329453,0.422421,-0.177136,0.205470,0.139830,-0.314468,0.166560
-0.207291,0.101204,-0.341489,-0.650840,-0.390797,0.482460,-0.129941,0.352256
0.154629,0.387213,-0.411949,-0.569559,-0.437388,0.074356,0.163561,-0.054382
0.169379,0.013064,-0.047541,0.293832,0.289714,0.000047,0.354935,0.604942
0.141483,0.146626,-0.041603,-0.312853,0.130264,0.252701,0.417638,0.010612
-0.474303,0.192913,0.086306,-0.583929,0.275466,-0.142206,-0.010221,-0.157619
0.021432,-0.257074,0.070894,0.568407,0.364408,0.101861,-0.020396,-0.049461
-0.230910,0.849788,0.160122,-0.286996,0.530030,-0.291593,-0.021254,0.030009
-0.164958,0.331138,-0.031075,-0.042817,0.449350,-0.342933,-0.006001,0.109538
0.002257,-0.037420,0.087510,-0.458308,0.178766,-0.223703,-0.132715,-0.066641
0.051497,0.107996,-0.203115,0.286387,0.300542,0.120233,-0.544883,0.313111
0.204314,-0.033323,0.454865,0.195487,0.158799,0.133217,-0.160607,-0.322369
0.016978,-0.187603,-0.380373,0.143867,0.016396,0.088267,-0.583077,0.417088
0.054135,0.468544,-0.340049,0.318598,-0.227221,0.647522,-0.581157,0.651214
0.065859,0.854286,0.197656,-0.188541,-0.045946,0.162102,0.061123,-0.170451
0.067849,-0.134294,-0.067607,0.013038,0.042426,0.402436,-0.283081,0.211713
0.099152,-0.311644,-0.432395,0.091546,0.181738,-0.210526,0.061191,0.387026
-0.091436,0.305659,-0.035851,-0.377041,-0.097930,0.363817,-0.366448,-0.315422
-0.322036,-0.085742,-0.447636,-0.033467,0.295762,0.007275,-0.028641,-0.462977
0.406081,0.349698,0.227561,0.112580,-0.106019,-0.612276,0.140194,0.398391
-0.191627,0.348881,0.446806,-0.080033,0.473698,0.204602,0.056780,-0.238374
0.720575,0.270934,0.010400,0.028627,0.017765,0.117156,-0.188916,0.486284
0.212215,-0.595160,-0.472279,-0.307714,0.043714,-0.487576,0.551239,0.508134
0.406191,0.369800,-0.283526,0.280643,-0.100138,-0.172801,0.614182,-0.105531
-0.127327,-0.453411,0.332644,-0.443071,0.360960,0.782484,-0.173472,0.025451
0.507640,0.041255,-0.589495,0.123273,0.166272,-0.036177,-0.092040,-0.076749
-0.211430,-0.343404,0.322005,-0.398228,0.005152,0.324935,0.194221,0.100579
0.288352,0.414719,0.045903,-0.060989,-0.370534,0.077684,-0.042870,0.294760
0.131728,0.133758,0.887773,0.169961,0.783484,0.234386,0.041604,0.079266
-0.364503,-0.092011,0.241992,-0.238641,0.012226,-0.288374,0.117461,-0.287467
-0.326716,0.083319,-0.153946,-0.091347,-0.288027,0.196176,0.402537,-0.269684
0.615441,-0.117694,0.014914,-0.126435,0.146124,0.384184,0.598371,0.093039
-0.341697,-0.217902,-0.033657,0.005489,-0.333763,0.079660,-0.140944,-0.424212
-0.312389,0.439076,-0.036448,-0.288391,-0.679380,0.026173,0.050201,-0.251432
-0.106500,0.043567,-0.059025,0.195428,-0.172863,-0.485375,0.605721,0.319703
-0.170603,0.411936,0.301436,-0.074045,0.253119,-0.131940,-0.149950,-0.308699
0.320998,0.337121,-0.290441,-0.162810,-0.490119,-0.153838,0.045769,-0.247570
0.067075,0.196895,0.107928,0.276940,0.153380,-0.324253,-0.195271,0.487145
